TransactionID,Date,CustomerID,TransactionType,Channel,Amount,Segment,Branch,MerchantCategory,PaymentMethod,Currency,Status,TimeOfDay
BTD00209,2025-01-02,ASR2953,Transfer,Mobile Apps,5287282,Corporate,Palembang,Entertainment,Credit Card,CNY,Pending,Evening
BTD00210,2025-01-02,ASR5302,Payment,Internet Banking,9521038,Regular,Denpasar,Fashion,QRIS,MYR,Failed,Night
BTD00211,2025-01-02,ASR4597,Payment,Internet Banking,7169953,Premium,Surabaya,Electronics,Virtual Account,EUR,Pending,Night
BTD00212,2025-01-02,ASR8414,Deposit,ATM,743066,Regular,Pontianak,Electronics,Virtual Account,SAR,Pending,Afternoon
BTD00213,2025-01-02,ASR8143,Transfer,Internet Banking,7883961,Regular,Bandung,Food,Virtual Account,JPY,Success,Morning
BTD00214,2025-01-02,ASR7761,Payment,Mobile Apps,12230014,Regular,Pontianak,Food,QRIS,EUR,Failed,Afternoon
BTD00215,2025-01-02,ASR8474,Withdrawal,Mobile Apps,6806318,Corporate,Makassar,Electronics,QRIS,AUD,Pending,Afternoon
BTD00216,2025-01-02,ASR0976,Payment,Teller,6545000,Corporate,Jayapura,Fashion,Virtual Account,IDR,Failed,Afternoon
BTD00217,2025-01-02,ASR0485,Deposit,Internet Banking,6181356,Corporate,Palembang,Fashion,Debit Card,MYR,Success,Night
BTD00218,2025-01-02,ASR1742,Deposit,Teller,14394000,Regular,Jayapura,Entertainment,Debit Card,IDR,Success,Evening
BTD00219,2025-01-02,ASR1872,Withdrawal,ATM,10361539,Premium,Pontianak,Electronics,QRIS,CNY,Pending,Morning
BTD00220,2025-01-02,ASR3931,Payment,Mobile Apps,12126497,Corporate,Makassar,Food,Credit Card,EUR,Success,Evening
BTD00221,2025-01-02,ASR6732,Withdrawal,Teller,6469490,Regular,Makassar,Fashion,Virtual Account,CNY,Failed,Night
BTD00222,2025-01-02,ASR2645,Withdrawal,Teller,1903078,Premium,Pontianak,Fashion,Credit Card,CNY,Failed,Afternoon
BTD00223,2025-01-02,ASR9198,Transfer,Internet Banking,11489641,Premium,Jakarta,Food,Debit Card,SGD,Success,Morning
BTD00224,2025-01-02,ASR9820,Deposit,Internet Banking,12265543,Regular,Pontianak,Electronics,Virtual Account,KRW,Pending,Night
BTD00225,2025-01-02,ASR1248,Transfer,Internet Banking,3921498,Corporate,Denpasar,Electronics,Credit Card,THB,Pending,Afternoon
BTD00226,2025-01-02,ASR3596,Transfer,Teller,811844,Premium,Balikpapan,Fashion,QRIS,SAR,Pending,Night
BTD00227,2025-01-02,ASR6938,Transfer,Internet Banking,8465020,Corporate,Balikpapan,Utilities,Credit Card,AUD,Pending,Morning
BTD00228,2025-01-02,ASR4188,Payment,ATM,2553283,Premium,Surabaya,Food,Debit Card,EUR,Pending,Morning
BTD00229,2025-01-02,ASR3829,Transfer,ATM,12846500,Regular,Jakarta,Fashion,QRIS,IDR,Failed,Night
BTD00230,2025-01-02,ASR3000,Withdrawal,ATM,7839379,Corporate,Medan,Entertainment,Debit Card,EUR,Success,Evening
BTD00231,2025-01-02,ASR7943,Payment,Mobile Apps,13124507,Regular,Balikpapan,Entertainment,Virtual Account,SAR,Failed,Night
BTD00232,2025-01-02,ASR4543,Payment,Internet Banking,12900881,Premium,Balikpapan,Food,Credit Card,EUR,Success,Evening
BTD00233,2025-01-02,ASR1776,Transfer,Teller,6496569,Premium,Denpasar,Electronics,Virtual Account,USD,Failed,Morning
BTD00234,2025-01-02,ASR2515,Withdrawal,Mobile Apps,4067912,Premium,Makassar,Entertainment,Virtual Account,AUD,Pending,Morning
BTD00235,2025-01-02,ASR0851,Payment,Teller,12711200,Premium,Pontianak,Food,Virtual Account,JPY,Success,Morning
BTD00236,2025-01-02,ASR3750,Transfer,Teller,10916784,Premium,Surabaya,Entertainment,QRIS,SGD,Failed,Evening
BTD00237,2025-01-02,ASR3836,Payment,Mobile Apps,2435513,Premium,Jayapura,Utilities,QRIS,SGD,Success,Afternoon
BTD00238,2025-01-02,ASR7692,Withdrawal,Internet Banking,12824389,Regular,Manado,Electronics,Debit Card,KRW,Success,Morning
BTD00239,2025-01-02,ASR8840,Payment,Mobile Apps,9953881,Corporate,Jayapura,Electronics,QRIS,KRW,Failed,Morning
BTD00240,2025-01-02,ASR0976,Transfer,Teller,13373377,Premium,Balikpapan,Food,QRIS,AUD,Pending,Afternoon
BTD00241,2025-01-02,ASR3499,Withdrawal,Internet Banking,7720004,Regular,Jakarta,Electronics,Debit Card,USD,Success,Morning
BTD00242,2025-01-02,ASR7400,Transfer,Internet Banking,5223430,Regular,Pontianak,Fashion,Credit Card,THB,Failed,Morning
BTD00243,2025-01-03,ASR4417,Deposit,Teller,4218482,Corporate,Jakarta,Utilities,Credit Card,MYR,Pending,Night
BTD00244,2025-01-03,ASR9052,Deposit,Internet Banking,6624971,Corporate,Jakarta,Food,Virtual Account,KRW,Success,Afternoon
BTD00245,2025-01-03,ASR2117,Payment,Teller,4273635,Premium,Pontianak,Fashion,QRIS,USD,Success,Night
BTD00246,2025-01-03,ASR6726,Deposit,Internet Banking,10785588,Premium,Medan,Entertainment,Virtual Account,MYR,Failed,Afternoon
BTD00247,2025-01-03,ASR6663,Deposit,ATM,197438,Corporate,Pontianak,Food,Debit Card,JPY,Pending,Afternoon
BTD00248,2025-01-03,ASR7738,Transfer,Internet Banking,10704660,Regular,Balikpapan,Entertainment,QRIS,EUR,Pending,Evening
BTD00249,2025-01-03,ASR0306,Payment,Internet Banking,12716965,Premium,Jayapura,Fashion,Credit Card,THB,Pending,Morning
BTD00250,2025-01-03,ASR8588,Transfer,ATM,9957450,Premium,Balikpapan,Electronics,Credit Card,USD,Failed,Night
BTD00251,2025-01-03,ASR3304,Transfer,Teller,10566000,Regular,Jayapura,Utilities,Debit Card,IDR,Failed,Evening
BTD00252,2025-01-03,ASR2462,Payment,Teller,2765838,Corporate,Jakarta,Fashion,Virtual Account,EUR,Failed,Evening
BTD00253,2025-01-03,ASR7558,Transfer,Teller,734133,Premium,Surabaya,Food,Virtual Account,AUD,Failed,Night
BTD00254,2025-01-03,ASR9176,Withdrawal,Mobile Apps,10418994,Corporate,Denpasar,Entertainment,Credit Card,SGD,Pending,Night
BTD00255,2025-01-03,ASR4889,Payment,ATM,11874272,Corporate,Jakarta,Electronics,Debit Card,CNY,Success,Night
BTD00256,2025-01-03,ASR0590,Withdrawal,ATM,6490538,Regular,Denpasar,Electronics,QRIS,SGD,Success,Evening
BTD00257,2025-01-03,ASR9142,Withdrawal,ATM,3203520,Premium,Jayapura,Food,Debit Card,EUR,Success,Night
BTD00258,2025-01-03,ASR4452,Payment,ATM,6625184,Corporate,Jakarta,Entertainment,QRIS,USD,Success,Morning
BTD00259,2025-01-03,ASR1161,Payment,Internet Banking,7644000,Corporate,Palembang,Electronics,Virtual Account,IDR,Success,Night
BTD00260,2025-01-03,ASR8251,Transfer,ATM,8730156,Regular,Makassar,Utilities,Virtual Account,CNY,Failed,Night
BTD00261,2025-01-03,ASR4634,Withdrawal,Internet Banking,730741,Corporate,Pontianak,Electronics,Debit Card,SAR,Pending,Morning
BTD00262,2025-01-03,ASR8934,Deposit,Internet Banking,652392,Regular,Bandung,Entertainment,Virtual Account,AUD,Success,Night
BTD00263,2025-01-03,ASR0692,Payment,Teller,7442216,Regular,Jayapura,Electronics,Debit Card,SAR,Failed,Night
BTD00264,2025-01-03,ASR7832,Payment,Teller,10408705,Regular,Palembang,Electronics,Virtual Account,SGD,Success,Morning
BTD00265,2025-01-03,ASR8332,Transfer,ATM,6310996,Regular,Denpasar,Utilities,Debit Card,CNY,Success,Evening
BTD00266,2025-01-03,ASR9114,Withdrawal,ATM,322644,Premium,Balikpapan,Entertainment,Credit Card,JPY,Failed,Afternoon
BTD00267,2025-01-03,ASR2335,Transfer,Internet Banking,3675557,Premium,Bandung,Food,QRIS,THB,Pending,Evening
BTD00268,2025-01-03,ASR7315,Transfer,ATM,12549961,Premium,Palembang,Food,QRIS,THB,Failed,Night
BTD00269,2025-01-03,ASR5442,Payment,Mobile Apps,11341369,Corporate,Bandung,Entertainment,Credit Card,JPY,Success,Evening
BTD00270,2025-01-03,ASR9807,Transfer,Internet Banking,2983694,Premium,Surabaya,Utilities,Virtual Account,THB,Failed,Afternoon
BTD00271,2025-01-03,ASR0743,Withdrawal,Mobile Apps,9465849,Regular,Denpasar,Utilities,QRIS,SAR,Success,Night
BTD00272,2025-01-03,ASR2657,Deposit,Internet Banking,4419534,Regular,Balikpapan,Food,QRIS,USD,Pending,Night
BTD00273,2025-01-03,ASR6765,Payment,Mobile Apps,10102000,Regular,Pontianak,Entertainment,Debit Card,IDR,Failed,Afternoon
BTD00274,2025-01-03,ASR3167,Transfer,Internet Banking,4866000,Premium,Jakarta,Entertainment,QRIS,IDR,Failed,Night
BTD00275,2025-01-03,ASR0393,Transfer,Mobile Apps,13291005,Premium,Jayapura,Food,Debit Card,CNY,Success,Morning
BTD00276,2025-01-03,ASR8294,Deposit,Internet Banking,3896238,Premium,Surabaya,Entertainment,Credit Card,CNY,Success,Morning
BTD00277,2025-01-03,ASR5881,Deposit,Internet Banking,5495027,Premium,Jakarta,Electronics,Virtual Account,THB,Pending,Morning
BTD00278,2025-01-03,ASR4587,Transfer,Mobile Apps,13201759,Premium,Manado,Electronics,Credit Card,SAR,Pending,Evening
BTD00279,2025-01-03,ASR5247,Transfer,Internet Banking,128737,Premium,Palembang,Food,Credit Card,EUR,Success,Night
BTD00280,2025-01-03,ASR1406,Withdrawal,Internet Banking,8623055,Premium,Bandung,Utilities,Debit Card,JPY,Success,Afternoon
BTD00281,2025-01-03,ASR5069,Payment,Teller,13687961,Premium,Denpasar,Fashion,Debit Card,KRW,Pending,Morning
BTD00282,2025-01-04,ASR1631,Payment,Teller,9575138,Corporate,Makassar,Fashion,Debit Card,CNY,Success,Afternoon
BTD00283,2025-01-04,ASR7738,Withdrawal,Teller,14267000,Corporate,Bandung,Entertainment,QRIS,IDR,Failed,Night
BTD00284,2025-01-04,ASR0091,Deposit,Mobile Apps,7068922,Premium,Medan,Entertainment,Credit Card,USD,Pending,Night
BTD00285,2025-01-04,ASR3262,Payment,ATM,329469,Corporate,Medan,Entertainment,QRIS,CNY,Pending,Night
BTD00286,2025-01-04,ASR9580,Payment,Teller,8423066,Premium,Palembang,Electronics,Debit Card,CNY,Failed,Afternoon
BTD00287,2025-01-05,ASR6640,Transfer,Internet Banking,13582575,Premium,Manado,Electronics,Debit Card,THB,Failed,Morning
BTD00288,2025-01-05,ASR3590,Deposit,ATM,6905071,Regular,Palembang,Electronics,QRIS,KRW,Failed,Afternoon
BTD00289,2025-01-05,ASR6051,Payment,Internet Banking,1953133,Corporate,Jakarta,Entertainment,Debit Card,USD,Success,Morning
BTD00290,2025-01-05,ASR7729,Deposit,Teller,10374757,Regular,Balikpapan,Fashion,Virtual Account,AUD,Failed,Night
BTD00291,2025-01-05,ASR3629,Payment,ATM,14092384,Premium,Pontianak,Utilities,Virtual Account,SAR,Success,Morning
BTD00292,2025-01-05,ASR8065,Withdrawal,Teller,14545432,Premium,Bandung,Entertainment,Virtual Account,CNY,Failed,Afternoon
BTD00293,2025-01-05,ASR4245,Transfer,Mobile Apps,9149690,Corporate,Pontianak,Entertainment,QRIS,MYR,Pending,Morning
BTD00294,2025-01-05,ASR3754,Deposit,ATM,13979526,Corporate,Pontianak,Electronics,QRIS,SGD,Pending,Afternoon
BTD00295,2025-01-05,ASR9645,Payment,Teller,12008266,Corporate,Manado,Food,Debit Card,KRW,Failed,Evening
BTD00296,2025-01-05,ASR9077,Deposit,Internet Banking,1466150,Premium,Makassar,Entertainment,Virtual Account,CNY,Pending,Evening
BTD00297,2025-01-05,ASR0265,Transfer,Internet Banking,3808548,Premium,Denpasar,Food,Virtual Account,SGD,Success,Night
BTD00298,2025-01-05,ASR2537,Withdrawal,ATM,3757091,Corporate,Bandung,Food,Virtual Account,KRW,Success,Afternoon
BTD00299,2025-01-05,ASR8465,Withdrawal,Internet Banking,8873036,Regular,Bandung,Entertainment,Virtual Account,MYR,Success,Morning
BTD00300,2025-01-05,ASR1370,Transfer,ATM,5958602,Premium,Pontianak,Fashion,Credit Card,CNY,Success,Morning
BTD00301,2025-01-05,ASR5774,Withdrawal,Teller,3806208,Premium,Jayapura,Entertainment,Credit Card,AUD,Failed,Night
BTD00302,2025-01-05,ASR4064,Transfer,ATM,14207815,Regular,Medan,Utilities,QRIS,AUD,Pending,Evening
BTD00303,2025-01-05,ASR4181,Withdrawal,Mobile Apps,9634571,Corporate,Bandung,Electronics,Credit Card,KRW,Pending,Morning
BTD00304,2025-01-05,ASR6859,Transfer,Internet Banking,4661000,Regular,Manado,Food,QRIS,IDR,Success,Afternoon
BTD00305,2025-01-05,ASR2740,Withdrawal,Internet Banking,4112934,Premium,Denpasar,Entertainment,Virtual Account,SAR,Success,Evening
BTD00306,2025-01-05,ASR6945,Withdrawal,Internet Banking,8452599,Premium,Manado,Food,QRIS,SGD,Failed,Afternoon
BTD00307,2025-01-05,ASR4052,Payment,ATM,6062530,Premium,Surabaya,Food,Credit Card,AUD,Failed,Afternoon
BTD00308,2025-01-05,ASR5953,Withdrawal,ATM,3548559,Regular,Makassar,Utilities,Credit Card,SAR,Success,Night
BTD00309,2025-01-05,ASR6377,Withdrawal,Internet Banking,7485500,Corporate,Medan,Food,QRIS,IDR,Pending,Night
BTD00310,2025-01-05,ASR7106,Transfer,ATM,4209529,Regular,Medan,Entertainment,QRIS,SAR,Failed,Evening
BTD00311,2025-01-05,ASR6022,Payment,ATM,8902905,Premium,Bandung,Fashion,Debit Card,EUR,Success,Evening
BTD00312,2025-01-05,ASR3938,Transfer,Teller,14004726,Regular,Jayapura,Utilities,Debit Card,THB,Failed,Evening
BTD00313,2025-01-05,ASR9021,Payment,Mobile Apps,7897721,Corporate,Makassar,Fashion,Debit Card,EUR,Success,Morning
BTD00314,2025-01-05,ASR9328,Transfer,Teller,11951564,Premium,Denpasar,Electronics,Virtual Account,CNY,Failed,Night
BTD00315,2025-01-05,ASR6201,Payment,Teller,982442,Premium,Surabaya,Utilities,Virtual Account,EUR,Success,Afternoon
BTD00316,2025-01-05,ASR0433,Withdrawal,Internet Banking,10188415,Premium,Balikpapan,Entertainment,Virtual Account,KRW,Failed,Morning
BTD00317,2025-01-05,ASR1929,Withdrawal,ATM,12869996,Premium,Balikpapan,Electronics,Virtual Account,USD,Failed,Afternoon
BTD00318,2025-01-05,ASR6199,Transfer,Teller,5183149,Premium,Denpasar,Electronics,Virtual Account,CNY,Success,Afternoon
BTD00319,2025-01-05,ASR6412,Payment,Teller,2460708,Regular,Balikpapan,Fashion,Credit Card,THB,Pending,Morning
BTD00320,2025-01-05,ASR2293,Payment,ATM,3776345,Regular,Jakarta,Utilities,Virtual Account,AUD,Pending,Morning
BTD00321,2025-01-05,ASR6359,Transfer,Mobile Apps,3836352,Regular,Palembang,Food,Virtual Account,SGD,Failed,Afternoon
BTD00322,2025-01-05,ASR2915,Payment,Teller,6214001,Corporate,Denpasar,Food,Virtual Account,AUD,Pending,Morning
BTD00323,2025-01-05,ASR9162,Deposit,ATM,4938500,Corporate,Medan,Utilities,Debit Card,IDR,Pending,Afternoon
BTD00324,2025-01-05,ASR7213,Transfer,Mobile Apps,13024002,Corporate,Denpasar,Food,Credit Card,USD,Success,Morning
BTD00325,2025-01-05,ASR4567,Transfer,Internet Banking,9400061,Corporate,Medan,Food,Virtual Account,THB,Success,Evening
BTD00326,2025-01-05,ASR1726,Payment,Mobile Apps,10638485,Corporate,Makassar,Fashion,QRIS,AUD,Failed,Evening
BTD00327,2025-01-05,ASR2555,Transfer,Internet Banking,5858857,Premium,Jayapura,Electronics,Credit Card,CNY,Pending,Night
BTD00328,2025-01-05,ASR2784,Withdrawal,Internet Banking,14821294,Corporate,Balikpapan,Entertainment,Virtual Account,CNY,Failed,Morning
BTD00329,2025-01-05,ASR9063,Withdrawal,Mobile Apps,13421125,Corporate,Denpasar,Food,QRIS,AUD,Success,Afternoon
BTD00330,2025-01-05,ASR7226,Deposit,Teller,7648423,Regular,Balikpapan,Fashion,QRIS,THB,Failed,Night
BTD00331,2025-01-05,ASR1071,Transfer,Internet Banking,4323093,Corporate,Medan,Electronics,Virtual Account,SGD,Failed,Morning
BTD00332,2025-01-05,ASR9758,Deposit,Mobile Apps,6304250,Corporate,Bandung,Entertainment,Credit Card,USD,Success,Afternoon
BTD00333,2025-01-05,ASR4077,Withdrawal,ATM,44217,Premium,Jayapura,Entertainment,Credit Card,SGD,Failed,Night
BTD00334,2025-01-05,ASR0326,Payment,ATM,6390589,Corporate,Palembang,Electronics,Virtual Account,SGD,Success,Evening
BTD00335,2025-01-05,ASR0279,Transfer,Teller,9590597,Corporate,Palembang,Fashion,Debit Card,USD,Success,Afternoon
BTD00336,2025-01-06,ASR5995,Deposit,Mobile Apps,447720,Regular,Jayapura,Utilities,Virtual Account,KRW,Pending,Morning
BTD00337,2025-01-06,ASR7579,Transfer,Mobile Apps,4047508,Premium,Pontianak,Electronics,QRIS,SGD,Success,Morning
BTD00338,2025-01-06,ASR3076,Payment,ATM,13557554,Corporate,Balikpapan,Entertainment,Credit Card,JPY,Failed,Night
BTD00339,2025-01-06,ASR8710,Withdrawal,Mobile Apps,12228633,Premium,Manado,Electronics,Credit Card,EUR,Success,Night
BTD00340,2025-01-06,ASR6831,Payment,Mobile Apps,8337143,Premium,Makassar,Electronics,Virtual Account,MYR,Success,Afternoon
BTD00341,2025-01-06,ASR7124,Payment,Internet Banking,6011842,Premium,Makassar,Utilities,Debit Card,USD,Failed,Night
BTD00342,2025-01-06,ASR6684,Deposit,ATM,14660516,Premium,Surabaya,Electronics,Debit Card,THB,Success,Afternoon
BTD00343,2025-01-06,ASR4403,Payment,Teller,2857126,Premium,Denpasar,Food,Virtual Account,JPY,Success,Night
BTD00344,2025-01-06,ASR9222,Transfer,Mobile Apps,413518,Regular,Surabaya,Food,Debit Card,KRW,Pending,Evening
BTD00345,2025-01-06,ASR0453,Deposit,ATM,5039700,Regular,Medan,Entertainment,Credit Card,EUR,Success,Evening
BTD00346,2025-01-06,ASR7510,Transfer,ATM,680300,Corporate,Jayapura,Utilities,Credit Card,EUR,Failed,Afternoon
BTD00347,2025-01-06,ASR0787,Transfer,Teller,12318576,Regular,Manado,Entertainment,Credit Card,USD,Pending,Night
BTD00348,2025-01-06,ASR4082,Withdrawal,ATM,13640512,Premium,Pontianak,Fashion,Virtual Account,AUD,Success,Afternoon
BTD00349,2025-01-06,ASR0622,Withdrawal,Mobile Apps,10097789,Regular,Pontianak,Electronics,Credit Card,KRW,Success,Afternoon
BTD00350,2025-01-06,ASR2011,Transfer,Teller,4013165,Corporate,Makassar,Food,Debit Card,CNY,Success,Night
BTD00351,2025-01-06,ASR2827,Deposit,Internet Banking,7219500,Regular,Pontianak,Entertainment,Debit Card,IDR,Pending,Afternoon
BTD00352,2025-01-06,ASR9497,Withdrawal,Mobile Apps,389165,Corporate,Pontianak,Food,Virtual Account,KRW,Success,Morning
BTD00353,2025-01-06,ASR0279,Withdrawal,ATM,4524382,Premium,Jayapura,Fashion,QRIS,THB,Success,Afternoon
BTD00354,2025-01-06,ASR3806,Transfer,Teller,10881697,Regular,Palembang,Utilities,Virtual Account,MYR,Failed,Afternoon
BTD00355,2025-01-06,ASR8605,Withdrawal,ATM,7837597,Regular,Makassar,Utilities,Virtual Account,EUR,Failed,Morning
BTD00356,2025-01-06,ASR7770,Deposit,Internet Banking,7749918,Premium,Jakarta,Entertainment,Credit Card,SGD,Success,Afternoon
BTD00357,2025-01-06,ASR4172,Withdrawal,Internet Banking,1016047,Regular,Makassar,Food,QRIS,CNY,Failed,Afternoon
BTD00358,2025-01-06,ASR5767,Withdrawal,Internet Banking,111856,Premium,Denpasar,Entertainment,Credit Card,USD,Pending,Morning
BTD00359,2025-01-06,ASR9567,Payment,Teller,12163533,Regular,Jakarta,Food,Debit Card,JPY,Pending,Night
BTD00360,2025-01-06,ASR1902,Payment,Teller,2271670,Regular,Bandung,Fashion,Debit Card,SGD,Failed,Afternoon
BTD00361,2025-01-06,ASR4190,Payment,Mobile Apps,13825332,Regular,Manado,Electronics,Debit Card,THB,Failed,Night
BTD00362,2025-01-06,ASR6101,Transfer,Teller,3093515,Corporate,Balikpapan,Utilities,Virtual Account,JPY,Pending,Evening
BTD00363,2025-01-06,ASR4402,Payment,Teller,2785844,Premium,Jayapura,Entertainment,QRIS,THB,Success,Morning
BTD00364,2025-01-06,ASR2623,Payment,Internet Banking,6158015,Corporate,Makassar,Fashion,QRIS,KRW,Failed,Afternoon
BTD00365,2025-01-06,ASR7520,Withdrawal,ATM,14896791,Premium,Palembang,Electronics,Debit Card,AUD,Failed,Afternoon
BTD00366,2025-01-06,ASR4708,Payment,Mobile Apps,11537781,Corporate,Pontianak,Food,Debit Card,SAR,Success,Afternoon
BTD00367,2025-01-06,ASR0691,Transfer,Internet Banking,7793500,Regular,Jayapura,Utilities,Virtual Account,IDR,Pending,Evening
BTD00368,2025-01-06,ASR7152,Deposit,Internet Banking,8395388,Regular,Denpasar,Fashion,Virtual Account,SAR,Pending,Night
BTD00369,2025-01-06,ASR9943,Transfer,ATM,11070832,Regular,Jakarta,Utilities,Debit Card,JPY,Success,Afternoon
BTD00370,2025-01-06,ASR0959,Payment,ATM,12706015,Premium,Jayapura,Fashion,Virtual Account,KRW,Success,Afternoon
BTD00371,2025-01-06,ASR3386,Deposit,Teller,10149288,Corporate,Jayapura,Fashion,Virtual Account,SGD,Failed,Afternoon
BTD00372,2025-01-06,ASR7177,Transfer,Internet Banking,2908519,Regular,Manado,Entertainment,Debit Card,USD,Pending,Morning
BTD00373,2025-01-06,ASR2271,Withdrawal,Mobile Apps,1029002,Corporate,Bandung,Food,QRIS,SAR,Failed,Afternoon
BTD00374,2025-01-06,ASR2724,Withdrawal,ATM,14559767,Regular,Jakarta,Utilities,Virtual Account,KRW,Success,Afternoon
BTD00375,2025-01-06,ASR5227,Transfer,Mobile Apps,673671,Premium,Denpasar,Utilities,Debit Card,EUR,Pending,Evening
BTD00376,2025-01-06,ASR0489,Transfer,Internet Banking,3256377,Premium,Pontianak,Utilities,QRIS,CNY,Pending,Morning
BTD00377,2025-01-06,ASR5318,Payment,Mobile Apps,6878285,Corporate,Jakarta,Electronics,Virtual Account,USD,Pending,Evening
BTD00378,2025-01-06,ASR1180,Transfer,Mobile Apps,6353887,Regular,Pontianak,Fashion,Credit Card,THB,Success,Afternoon
BTD00379,2025-01-06,ASR9854,Deposit,Mobile Apps,11862616,Regular,Palembang,Fashion,Virtual Account,SAR,Failed,Evening
BTD00380,2025-01-06,ASR5133,Payment,ATM,4700414,Premium,Manado,Utilities,Virtual Account,CNY,Pending,Morning
BTD00381,2025-01-06,ASR9912,Deposit,Teller,13830986,Regular,Denpasar,Entertainment,Virtual Account,EUR,Failed,Night
BTD00382,2025-01-06,ASR8514,Transfer,Teller,8827713,Regular,Jayapura,Entertainment,Credit Card,JPY,Pending,Night
BTD00383,2025-01-06,ASR5263,Deposit,ATM,13362815,Premium,Manado,Fashion,Debit Card,SAR,Success,Evening
BTD00384,2025-01-06,ASR0397,Withdrawal,ATM,13961515,Premium,Medan,Fashion,Debit Card,SGD,Success,Afternoon
BTD00385,2025-01-06,ASR0903,Withdrawal,Mobile Apps,10213877,Regular,Balikpapan,Food,Credit Card,SAR,Pending,Morning
BTD00386,2025-01-07,ASR3729,Transfer,ATM,7414794,Premium,Pontianak,Utilities,Virtual Account,KRW,Pending,Evening
BTD00387,2025-01-07,ASR6189,Payment,Teller,6184494,Regular,Pontianak,Electronics,Virtual Account,CNY,Failed,Morning
BTD00388,2025-01-07,ASR5657,Withdrawal,Internet Banking,3680638,Premium,Surabaya,Utilities,QRIS,MYR,Pending,Afternoon
BTD00389,2025-01-07,ASR6834,Payment,Mobile Apps,3969661,Regular,Surabaya,Electronics,Virtual Account,JPY,Failed,Evening
BTD00390,2025-01-07,ASR6402,Deposit,ATM,13316000,Regular,Denpasar,Entertainment,Credit Card,IDR,Pending,Morning
BTD00391,2025-01-07,ASR0392,Payment,Internet Banking,3351500,Premium,Makassar,Fashion,Credit Card,IDR,Success,Night
BTD00392,2025-01-07,ASR0186,Deposit,Teller,9720493,Regular,Pontianak,Electronics,QRIS,THB,Pending,Night
BTD00393,2025-01-07,ASR2004,Deposit,ATM,4476851,Regular,Medan,Electronics,QRIS,AUD,Pending,Afternoon
BTD00394,2025-01-07,ASR7875,Payment,Internet Banking,7339292,Premium,Pontianak,Electronics,Virtual Account,KRW,Pending,Night
